epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5824873,81.80583916678647,0.001,0.5776649713516235,79.73913451838614
1,0.6010152,77.75339701696096,0.001,0.6446700692176819,75.79508844365928
2,0.66967005,73.94035184443905,0.001,0.7040609121322632,72.0712441071641
3,0.7258883,70.39470304692458,0.001,0.7649745941162109,68.64394411193538
4,0.76345176,67.08394780037972,0.001,0.7812182903289795,65.48666625047093
5,0.79923856,63.988178795364306,0.001,0.73756343126297,62.64228076837995
6,0.7936548,61.1594704177779,0.001,0.782741129398346,59.80220472074402
7,0.81903553,58.393668543626816,0.001,0.8086294531822205,57.08921498332532
8,0.8314721,55.818355118804774,0.001,0.8380710482597351,54.54864107315915
9,0.8412437,53.392429111693716,0.001,0.8111675381660461,52.31658838727147
10,0.8540609,51.097686419027106,0.001,0.851776659488678,49.99800451056001
11,0.8511421,48.947597147365514,0.001,0.8522842526435852,47.894329632599344
12,0.851269,46.91155430750193,0.001,0.8441624641418457,45.95326960607228
13,0.8602792,44.95488855584624,0.001,0.8365482091903687,44.07651601491241
14,0.8680203,43.103648786980486,0.001,0.8695431351661682,42.21361214497368
15,0.8573604,41.397953304542504,0.001,0.851269006729126,40.54648859634012
16,0.87626904,39.70792485348464,0.001,0.8375634551048279,38.985250312301716
17,0.8775381,38.14159094718507,0.001,0.8578680157661438,37.417253132156915
18,0.87335026,36.6699271691027,0.001,0.8715736269950867,35.94224328752701
19,0.8782995,35.250801830001286,0.001,0.8604061007499695,34.60238528566312
20,0.87360406,33.919810598150725,0.001,0.8553299307823181,33.319272203009746
21,0.8782995,32.63466264172859,0.001,0.8639593720436096,32.038753664433045
22,0.87677664,31.414985496017533,0.001,0.8568527698516846,30.85492569589373
23,0.8790609,30.248783378794712,0.001,0.8629441857337952,29.722070506139456
24,0.8846447,29.133151543321947,0.001,0.8609136939048767,28.627042257241186
25,0.882868,28.08890829715632,0.001,0.869035542011261,27.59779817416583
26,0.88832486,27.075196884852375,0.001,0.8700507879257202,26.620092647571855
27,0.8864213,26.114673895279164,0.001,0.8725888133049011,25.675810086787656
28,0.8859137,25.20595093354356,0.001,0.875634491443634,24.7708903704803
29,0.89073604,24.33225958383628,0.001,0.8796954154968262,23.925849984260985
30,0.89860404,23.473818460454794,0.001,0.8548223376274109,23.140290882865788
31,0.8963198,22.68385751017459,0.001,0.879187822341919,22.3176630591378
32,0.8939086,21.925775822286074,0.001,0.8629441857337952,21.61617320104299
33,0.8890863,21.209617492753235,0.001,0.8878172636032104,20.836780077551825
34,0.89073604,20.499510754425515,0.001,0.858375608921051,20.262145211853955
35,0.8890863,19.83945648077176,0.001,0.8720812201499939,19.53653142319113
36,0.8920051,22.69110424022384,0.001,0.876142144203186,22.331781478339646
37,0.89492387,21.9220613566752,0.001,0.8365482091903687,21.64791790337732
38,0.89124364,21.198544270859152,0.001,0.8578680157661438,20.900335445500872
39,0.8918782,20.498069461106045,0.001,0.8675127029418945,20.216062843981128
40,0.89517766,11.831521918204835,0.001,0.8614213466644287,11.720911616601315
41,0.90583754,6.936995504834325,0.001,0.8893401026725769,6.877918605029886
42,0.91484773,6.754243986739725,0.001,0.8903553485870361,6.743420791625977
43,0.9063452,6.621878531015464,0.001,0.9025380611419678,6.575623723335072
44,0.9090102,6.467096023269111,0.001,0.8903553485870361,6.469639607734487
45,0.90977156,6.324087095502669,0.001,0.8807106614112854,6.3209910116825005
46,0.91472083,6.1798920883139985,0.001,0.8857868313789368,6.185767752749061
47,0.901269,6.07305431656426,0.001,0.8893401026725769,6.037708440770958
48,0.91484773,5.915800740392075,0.001,0.9025380611419678,5.888866575599322
49,0.9154822,5.787471948904434,0.001,0.8939086198806763,5.773291300274999
50,0.9158629,5.663126959534466,0.001,0.9015228152275085,5.630308355534742
51,0.910533,5.562331488168784,0.001,0.9030457139015198,5.516874818269371
52,0.9081218,5.4473266693541245,0.001,0.9055837392807007,5.402385422663035
53,0.9134518,5.328905146255106,0.001,0.8949238657951355,5.307275295257568
54,0.9158629,5.215202408998751,0.001,0.8974619507789612,5.202503204829802
55,0.9175127,5.102469879963676,0.001,0.8908629417419434,5.13271329802305
56,0.91941625,4.995680044629247,0.001,0.8969542980194092,4.994276604918659
57,0.9177665,4.897347740715531,0.001,0.8807106614112854,4.937772289508491
58,0.90989846,4.829662329775428,0.001,0.903553307056427,4.79920038813867
59,0.91472083,4.718339109178727,0.001,0.9050761461257935,4.6861008760287675
60,0.9161168,4.629921156016703,0.001,0.886294424533844,4.646406049292705
61,0.91218275,4.537018180982716,0.001,0.8086294531822205,4.759350236418284
62,0.91281724,4.54579536902723,0.001,0.8999999761581421,4.541944941893447
63,0.92017764,4.446968124602652,0.001,0.8939086198806763,4.468882367090526
64,0.9151015,4.371051852715197,0.001,0.9086294174194336,4.350623949893235
65,0.92005074,4.275440870081713,0.001,0.9060913920402527,4.269098329786117
66,0.9173858,4.212628362384544,0.001,0.910659909248352,4.179645585287646
67,0.9257614,4.115087141482358,0.001,0.8289340138435364,4.295879764847344
68,0.9176396,4.0520818874920685,0.001,0.8807106614112854,4.126989898100723
69,0.921066,3.9780669255910186,0.001,0.9050761461257935,3.9739435621929653
70,0.91979694,3.9098147922360957,0.001,0.9015228152275085,3.9169760616902773
71,0.92398477,3.8308633254869333,0.001,0.9050761461257935,3.827993551728689
